"topic","name_vi","id","subject","status","file","sha256","review_note"
"science-laboratory","Phòng thí nghiệm","lab-centrifuge","A small benchtop centrifuge with a partially open lid showing four sample slots","missing",,,
"science-laboratory","Phòng thí nghiệm","lab-safety-goggles","A pair of clear laboratory safety goggles with a pale blue elastic strap","missing",,,
"weather-station","Trạm khí tượng","glass-thermometer","A slender glass thermometer with a red liquid column and simple tick marks, no numbers","missing",,,
"weather-station","Trạm khí tượng","weather-anemometer","A compact weather anemometer with three hemispherical wind cups on a vertical stand","missing",,,
"weather-station","Trạm khí tượng","weather-wind-vane","A metal wind vane with a simple arrow and a rooster silhouette, no letters","missing",,,
"weather-station","Trạm khí tượng","weather-rain-gauge","A clear cylindrical rain gauge with a little blue collected water and simple tick marks","needs_alpha","_needs-alpha/weather-station/weather-rain-gauge.png","07151581CAD867751D6CBD38C78309A7078227A494E7F76B5E91A48E4B04B5E8",
"weather-station","Trạm khí tượng","weather-barometer","A round cream and brass analog barometer with a needle and simple weather icons","needs_alpha","_needs-alpha/weather-station/weather-barometer.png","DE95D1C6958744225C535F712398E284D7DF4D168439EBF8B2CF8C09D6A06C85",
"weather-station","Trạm khí tượng","weather-balloon","A pale cream inflated weather balloon with a tiny sensor box hanging below","alpha_verified","stickers/weather-station/weather-balloon.png","ACA7184B0922972BBCA882B5F6AE286550F5A878B8D3A1DFFCD3A95F6BC5D564",
"weather-station","Trạm khí tượng","weather-windsock","An orange and cream striped windsock on a short gray pole with a small base","alpha_verified","stickers/weather-station/weather-windsock.png","F789904DA0EC84ED654DFEF1FFC7E9A2E625EF6B3DDAD1368DC9F213BD1FA76A",
"weather-station","Trạm khí tượng","weather-shelter","A small white louvered weather instrument shelter standing on four short legs","needs_alpha","_needs-alpha/weather-station/weather-shelter.png","C56642EBB5C90B0542AC85253333671F40C364156E1C63423AB6AFF38B331C1D",
"percussion","Nhạc cụ gõ","snare-drum","A red wooden snare drum with cream drumheads and two crossed wooden drumsticks","missing",,,
"percussion","Nhạc cụ gõ","djembe","A carved wooden djembe drum with a cream skin head and dark rope lacing","missing",,,
"percussion","Nhạc cụ gõ","bongos","A joined pair of small orange wooden bongo drums","missing",,,
"percussion","Nhạc cụ gõ","tambourine","A round teal tambourine with silver jingles and a cream drumhead","missing",,,
"percussion","Nhạc cụ gõ","maracas","A pair of red and yellow wooden maracas with simple curved decorations","missing",,,
"percussion","Nhạc cụ gõ","triangle-instrument","A silver musical triangle hanging from a small loop beside its metal beater","missing",,,
"percussion","Nhạc cụ gõ","kalimba","A small wooden kalimba with seven visible silver tines and a round sound hole","missing",,,
"percussion","Nhạc cụ gõ","handpan","A blue gray handpan percussion instrument with a central dome and round tone fields","missing",,,
"marching-band","Đội nhạc diễu hành","snare-drum","A red wooden snare drum with cream drumheads and two crossed wooden drumsticks","missing",,,
"marching-band","Đội nhạc diễu hành","marching-bass-drum","A large blue marching bass drum with a white carrying harness and one soft mallet","missing",,,
"marching-band","Đội nhạc diễu hành","marching-sousaphone","A coiled brass sousaphone with a large upward facing bell","missing",,,
"marching-band","Đội nhạc diễu hành","marching-trumpet","A polished but softly shaded brass trumpet with three valves","missing",,,
"marching-band","Đội nhạc diễu hành","marching-clarinet","A black clarinet with cream silver keys and a flared bell","missing",,,
"marching-band","Đội nhạc diễu hành","marching-cymbals","A pair of round brass clash cymbals with brown hand straps","missing",,,
"marching-band","Đội nhạc diễu hành","band-shako","A navy marching band shako hat with a cream plume and gold chin strap","missing",,,
"marching-band","Đội nhạc diễu hành","drum-major-mace","A ceremonial drum major's mace with a silver globe top and blue tassel","missing",,,
"garden-insects","Côn trùng vườn","ladybird","A small red ladybird beetle with black spots and friendly simple eyes","missing",,,
"garden-insects","Côn trùng vườn","praying-mantis","A green praying mantis standing with its distinctive folded forelegs","missing",,,
"garden-insects","Côn trùng vườn","dragonfly","A slender blue dragonfly with four translucent veined wings","missing",,,
"garden-insects","Côn trùng vườn","grasshopper","A green grasshopper with long folded hind legs and two slim antennae","missing",,,
"garden-insects","Côn trùng vườn","stag-beetle","A chestnut brown stag beetle with large branching mandibles","missing",,,
"garden-insects","Côn trùng vườn","leaf-insect","A pale green leaf insect with broad leaf shaped legs and body","missing",,,
"garden-insects","Côn trùng vườn","rhinoceros-beetle","A dark brown rhinoceros beetle with a single curved horn","missing",,,
"garden-insects","Côn trùng vườn","lacewing","A delicate pale green lacewing insect with two long transparent netted wings","missing",,,
"reptile-habitat","Ngôi nhà bò sát","reptile-glass-enclosure","A small glass reptile enclosure with a branch, sand and an empty basking rock","missing",,,
"reptile-habitat","Ngôi nhà bò sát","reptile-heat-lamp","A black dome reptile heat lamp on a short adjustable clamp arm","missing",,,
"reptile-habitat","Ngôi nhà bò sát","reptile-hide-cave","A low brown reptile hide shaped like a hollow stone cave","missing",,,
"reptile-habitat","Ngôi nhà bò sát","reptile-water-dish","A shallow textured sandstone reptile water dish holding clear water","missing",,,
"reptile-habitat","Ngôi nhà bò sát","reptile-cork-tunnel","A short hollow cork bark tunnel with an irregular rough surface","missing",,,
"reptile-habitat","Ngôi nhà bò sát","reptile-climbing-branch","A freestanding forked dry branch for a reptile enclosure","missing",,,
"reptile-habitat","Ngôi nhà bò sát","reptile-hygrometer","A small round green terrarium humidity gauge with a simple needle and colored zones","missing",,,
"reptile-habitat","Ngôi nhà bò sát","reptile-feeding-tongs","Long blunt reptile feeding tongs with pale silicone covered tips","missing",,,
"freshwater-wetland","Đầm nước ngọt","wetland-cattails","Three brown cattail flower spikes with long narrow green leaves","missing",,,
"freshwater-wetland","Đầm nước ngọt","wetland-water-lily","A soft pink water lily blossom floating on one round green lily pad","missing",,,
"freshwater-wetland","Đầm nước ngọt","wetland-kingfisher","A blue and orange kingfisher perched on a short broken reed stem","missing",,,
"freshwater-wetland","Đầm nước ngọt","wetland-heron","A slender gray heron standing with its neck gently curved","missing",,,
"freshwater-wetland","Đầm nước ngọt","wetland-otter","A playful brown river otter sitting upright with its small paws together","missing",,,
"freshwater-wetland","Đầm nước ngọt","wetland-beaver","A brown beaver with a broad flat textured tail holding a short branch","missing",,,
"freshwater-wetland","Đầm nước ngọt","wetland-water-strider","A water strider insect with very long slim legs and small stylized ripple rings","missing",,,
"freshwater-wetland","Đầm nước ngọt","wetland-muskrat","A small round brown muskrat with a long narrow scaly tail","missing",,,
"rock-pool","Hồ thủy triều","tidepool-hermit-crab","A small orange hermit crab peeking out of a cream spiral shell","missing",,,
"rock-pool","Hồ thủy triều","tidepool-anemone","A sea anemone with soft pink tentacles attached to a small gray pebble","missing",,,
"rock-pool","Hồ thủy triều","tidepool-limpet","A ridged conical limpet shell resting on a small flat dark rock","missing",,,
"rock-pool","Hồ thủy triều","tidepool-barnacles","A cluster of pale barnacle cones attached to a rounded rock","missing",,,
"rock-pool","Hồ thủy triều","tidepool-chiton","An oval chiton with eight overlapping green gray shell plates","missing",,,
"rock-pool","Hồ thủy triều","tidepool-blenny","A small mottled orange blenny fish with large eyes and a curved tail","missing",,,
"rock-pool","Hồ thủy triều","tidepool-sea-lettuce","A bright green ruffled cluster of sea lettuce seaweed","missing",,,
"rock-pool","Hồ thủy triều","tidepool-brittle-star","A small purple brittle star with five long slender curling arms","missing",,,
"fossil-dig","Khai quật hóa thạch","fossil-ammonite","A brown spiral ammonite fossil embedded in a broken cream rock slab","missing",,,
"fossil-dig","Khai quật hóa thạch","fossil-trilobite","A dark gray trilobite fossil with distinct segmented ridges in a flat stone","missing",,,
"fossil-dig","Khai quật hóa thạch","fossil-fern","A long fern leaf fossil impressed into a warm sandstone slab","missing",,,
"fossil-dig","Khai quật hóa thạch","fossil-shark-tooth","A large triangular fossil shark tooth with a dark root and tan enamel","missing",,,
"fossil-dig","Khai quật hóa thạch","fossil-dinosaur-footprint","A three toed dinosaur footprint pressed into a small sandstone block","missing",,,
"fossil-dig","Khai quật hóa thạch","fossil-plaster-jacket","A partly opened white plaster fossil jacket revealing one brown fossil bone","missing",,,
"fossil-dig","Khai quật hóa thạch","fossil-rock-hammer","A paleontology rock hammer with one square head and one pointed end","missing",,,
"fossil-dig","Khai quật hóa thạch","fossil-amber-insect","A warm translucent amber nugget enclosing a tiny dark ancient insect","missing",,,
"observatory","Đài quan sát","observatory-telescope","A cream astronomical refractor telescope mounted on a sturdy navy tripod","missing",,,
"observatory","Đài quan sát","observatory-dome","A small round white observatory building with its dome viewing slit open","missing",,,
"observatory","Đài quan sát","observatory-star-chart","A circular navy star chart showing a few gold star dots and connecting lines, no writing","missing",,,
"observatory","Đài quan sát","observatory-armillary","A small brass armillary sphere with interlocking rings on a wooden pedestal","missing",,,
"observatory","Đài quan sát","observatory-orrery","A miniature brass mechanical orrery with a central sun and four small planets on arms","missing",,,
"observatory","Đài quan sát","observatory-eyepiece","A short black telescope eyepiece with one blue glass lens and a rubber eyecup","missing",,,
"observatory","Đài quan sát","observatory-red-torch","A small red filtered astronomer's flashlight casting only a tiny red glow at its lens","missing",,,
"observatory","Đài quan sát","observatory-meteorite","A dark irregular iron meteorite with shallow thumbprint depressions","missing",,,
"mineral-collection","Bộ sưu tập khoáng vật","mineral-amethyst","A cluster of muted violet amethyst crystals on a pale rock base","missing",,,
"mineral-collection","Bộ sưu tập khoáng vật","mineral-pyrite","A group of brassy cubic pyrite crystals with clear angular faces","missing",,,
"mineral-collection","Bộ sưu tập khoáng vật","mineral-malachite","A polished malachite stone showing concentric dark and light green bands","missing",,,
"mineral-collection","Bộ sưu tập khoáng vật","mineral-fluorite","A cluster of translucent mint and lilac cubic fluorite crystals","missing",,,
"mineral-collection","Bộ sưu tập khoáng vật","mineral-rose-quartz","A rough pale pink rose quartz chunk with softly irregular facets","missing",,,
"mineral-collection","Bộ sưu tập khoáng vật","mineral-selenite","A creamy white selenite crystal tower with long vertical striations","missing",,,
"mineral-collection","Bộ sưu tập khoáng vật","mineral-geode","A split rounded agate geode with layered blue gray bands and a crystal center","missing",,,
"mineral-collection","Bộ sưu tập khoáng vật","mineral-azurite","A rough deep blue azurite mineral cluster on a small brown matrix","missing",,,
"cave-exploration","Thám hiểm hang động","caving-helmet","A yellow caving helmet with a small round headlamp and dark chin strap","missing",,,
"cave-exploration","Thám hiểm hang động","caving-rope-coil","A neat coil of orange caving rope secured with a short tie","missing",,,
"cave-exploration","Thám hiểm hang động","caving-ascender","A blue handled mechanical rope ascender with a silver toothed cam","missing",,,
"cave-exploration","Thám hiểm hang động","caving-descender","A silver figure eight climbing descender with a small locking carabiner","missing",,,
"cave-exploration","Thám hiểm hang động","caving-suit","A mustard yellow protective caving suit with dark reinforced knees","missing",,,
"cave-exploration","Thám hiểm hang động","caving-survey-kit","A small cave survey clipboard with a simple passage outline and compact compass","missing",,,
"cave-exploration","Thám hiểm hang động","caving-stalactite","A group of three warm limestone stalactites hanging from a small rock cap","missing",,,
"cave-exploration","Thám hiểm hang động","caving-stalagmite","A layered warm limestone stalagmite standing upright on a small rock base","missing",,,
"railway-station","Ga tàu hỏa","railway-signal","A vintage railway semaphore signal with a red and cream arm on a short post","missing",,,
"railway-station","Ga tàu hỏa","railway-locomotive","A small dark green steam locomotive with red wheels and a short cream steam puff","missing",,,
"railway-station","Ga tàu hỏa","railway-platform-clock","A double sided cream station clock hanging from a curved dark bracket","missing",,,
"railway-station","Ga tàu hỏa","railway-conductor-hat","A navy railway conductor cap with a small gold wing emblem","missing",,,
"railway-station","Ga tàu hỏa","railway-ticket-punch","A compact silver railway conductor ticket punch with dark handles","missing",,,
"railway-station","Ga tàu hỏa","railway-luggage-trolley","A green station luggage trolley carrying two compact brown cases","missing",,,
"railway-station","Ga tàu hỏa","railway-buffer-stop","A short railway buffer stop with black beams and a red horizontal bumper","missing",,,
"railway-station","Ga tàu hỏa","railway-crossing-gate","A red and cream striped railway crossing barrier on a small base","missing",,,
"harbor-life","Bến cảng","harbor-tugboat","A compact navy and cream tugboat with red trim and two black tire fenders","missing",,,
"harbor-life","Bến cảng","harbor-mooring-bollard","A short dark teal harbor mooring bollard with a thick cream rope loop","missing",,,
"harbor-life","Bến cảng","harbor-buoy","A red and cream navigation buoy with a small black bell framework","missing",,,
"harbor-life","Bến cảng","harbor-dock-cleat","A silver dock cleat fixed to a small wooden block with neatly wrapped rope","missing",,,
"harbor-life","Bến cảng","harbor-lobster-trap","A weathered wooden lobster trap with curved ribs and a small rope coil","missing",,,
"harbor-life","Bến cảng","harbor-ship-wheel","A warm wooden ship's steering wheel with eight handles and brass center","missing",,,
"harbor-life","Bến cảng","harbor-lighthouse","A short cream lighthouse with red roof and one small attached keeper door","missing",,,
"harbor-life","Bến cảng","harbor-cargo-crane","A compact yellow harbor cargo crane lifting one small blue container","missing",,,
"vineyard","Vườn nho","vineyard-grape-trellis","A small wooden trellis supporting green vine leaves and two purple grape bunches","missing",,,
"vineyard","Vườn nho","vineyard-pruning-shears","A pair of red handled vineyard pruning shears with short curved blades","missing",,,
"vineyard","Vườn nho","vineyard-grape-basket","A broad wicker harvest basket overflowing with purple and pale green grapes","missing",,,
"vineyard","Vườn nho","vineyard-oak-barrel","A small oak wine barrel with dark iron hoops and a wooden tap","missing",,,
"vineyard","Vườn nho","vineyard-grape-press","A compact traditional wooden grape press with a red metal screw","missing",,,
"vineyard","Vườn nho","vineyard-carafe","A simple clear glass carafe half filled with muted burgundy grape juice","missing",,,
"vineyard","Vườn nho","vineyard-corkscrew","A wooden handled corkscrew with a short silver spiral","missing",,,
"vineyard","Vườn nho","vineyard-vine-cutting","A rooted grapevine cutting with two green leaves in a small nursery sleeve","missing",,,
"pasta-workshop","Xưởng mì Ý","pasta-hand-crank-machine","A cream hand crank pasta roller with a golden sheet of dough emerging","missing",,,
"pasta-workshop","Xưởng mì Ý","pasta-tagliatelle-nest","A single loosely coiled nest of golden tagliatelle ribbons","missing",,,
"pasta-workshop","Xưởng mì Ý","pasta-ravioli","Three square ravioli with crimped edges arranged as one compact sticker","missing",,,
"pasta-workshop","Xưởng mì Ý","pasta-gnocchi-board","A small ridged wooden gnocchi board with two pale dough pillows","missing",,,
"pasta-workshop","Xưởng mì Ý","pasta-farfalle","A small group of five golden bow tie farfalle pasta pieces","missing",,,
"pasta-workshop","Xưởng mì Ý","pasta-tortellini","Three plump ring shaped tortellini arranged as one compact sticker","missing",,,
"pasta-workshop","Xưởng mì Ý","pasta-wheel-cutter","A wooden handled fluted pasta cutting wheel","missing",,,
"pasta-workshop","Xưởng mì Ý","pasta-drying-rack","A small wooden pasta drying rack draped with golden spaghetti strands","missing",,,
"dumpling-table","Bàn bánh hấp","dumpling-bamboo-steamer","A round bamboo steamer holding three white soup dumplings","missing",,,
"dumpling-table","Bàn bánh hấp","dumpling-har-gow","Three translucent shrimp dumplings with pleated crescent edges","missing",,,
"dumpling-table","Bàn bánh hấp","dumpling-siu-mai","Three open topped yellow siu mai dumplings with small orange centers","missing",,,
"dumpling-table","Bàn bánh hấp","dumpling-bao","A fluffy white steamed bao bun with a softly twisted top","missing",,,
"dumpling-table","Bàn bánh hấp","dumpling-mandu","A crescent Korean mandu dumpling with wide hand pinched pleats","missing",,,
"dumpling-table","Bàn bánh hấp","dumpling-momo","A round Nepalese momo dumpling with a neatly pleated top knot","missing",,,
"dumpling-table","Bàn bánh hấp","dumpling-rolling-pin","A small slender wooden dumpling rolling pin beside one round dough wrapper","missing",,,
"dumpling-table","Bàn bánh hấp","dumpling-dipping-dish","A small white dipping dish with dark sauce and a few pale ginger strips","missing",,,
"mediterranean-mezze","Bàn ăn Địa Trung Hải","mezze-hummus","A shallow ceramic bowl of hummus with a spiral groove and a few chickpeas","missing",,,
"mediterranean-mezze","Bàn ăn Địa Trung Hải","mezze-falafel","Three round golden falafel balls with one cut open to show a green interior","missing",,,
"mediterranean-mezze","Bàn ăn Địa Trung Hải","mezze-pita","A soft round pita bread cut into three overlapping wedges","missing",,,
"mediterranean-mezze","Bàn ăn Địa Trung Hải","mezze-dolma","Three glossy olive green stuffed grape leaf rolls tied by their folded leaves","missing",,,
"mediterranean-mezze","Bàn ăn Địa Trung Hải","mezze-tzatziki","A small blue ceramic bowl of creamy tzatziki with cucumber and dill","missing",,,
"mediterranean-mezze","Bàn ăn Địa Trung Hải","mezze-olive-dish","A small oval dish holding green and purple olives with one olive leaf","missing",,,
"mediterranean-mezze","Bàn ăn Địa Trung Hải","mezze-baba-ganoush","A shallow terracotta bowl of smoky eggplant dip topped with a few pomegranate seeds","needs_alpha","_needs-alpha/mediterranean-mezze/mezze-baba-ganoush.png","D48213053FB20C6125473A23B71EF10371C0C5F87742134EDA620C96CC440A59",
"mediterranean-mezze","Bàn ăn Địa Trung Hải","mezze-halloumi","Three grilled halloumi cheese rectangles with soft golden grill marks","needs_alpha","_needs-alpha/mediterranean-mezze/mezze-halloumi.png","282E16B1D39578C1A11FE2604802BCE95E68AE9112EC7C1354BAD6187FE36AA2",
"picnic-day","Buổi picnic","picnic-hamper","An open wicker picnic hamper with a cream lining and two simple plates","needs_alpha","_needs-alpha/picnic-day/picnic-hamper.png","2A45EE656AC94FA8F71DB81FE3674AA9B358EDFD8BD96AE599FA11D3EE7A3C5C",
"picnic-day","Buổi picnic","picnic-checkered-cloth","A loosely folded red and cream gingham picnic cloth","needs_alpha","_needs-alpha/picnic-day/picnic-checkered-cloth.png","11245005ECD38DB6D9C80BDF7D6FE98D928E91D3A37D2BEC54484E9D94F81FA7",
"picnic-day","Buổi picnic","picnic-sandwich-wrap","A thick triangular sandwich partly wrapped in kraft paper and tied with twine","missing",,,
"picnic-day","Buổi picnic","picnic-lemonade-dispenser","A clear lemonade dispenser jar with lemon slices, a wooden lid and a small tap","missing",,,
"picnic-day","Buổi picnic","picnic-bento-box","An open wooden picnic lunch box with rice balls, vegetables and a small omelet roll","missing",,,
"picnic-day","Buổi picnic","picnic-insulated-flask","A muted coral insulated flask with a cream cup shaped lid","missing",,,
"picnic-day","Buổi picnic","picnic-reusable-cutlery","A fork, spoon and knife tucked into a small rolled canvas cutlery pouch","missing",,,
"picnic-day","Buổi picnic","picnic-grass-mat","A partly rolled woven straw picnic mat secured by two tan straps","missing",,,
"soap-making","Làm xà phòng","soap-lavender-bar","A rectangular handmade lavender soap bar with a few purple flower buds on top","missing",,,
"soap-making","Làm xà phòng","soap-loaf-mold","A wooden soap loaf mold holding a pale mint soap slab with a swirled top","missing",,,
"soap-making","Làm xà phòng","soap-wire-cutter","A small wooden soap cutting frame with one taut vertical wire","missing",,,
"soap-making","Làm xà phòng","soap-silicone-flower-mold","A flexible pink silicone soap mold with three flower shaped cavities","missing",,,
"soap-making","Làm xà phòng","soap-essential-oil","A small amber essential oil bottle with a dark dropper top and leaf emblem","missing",,,
"soap-making","Làm xà phòng","soap-mixing-pitcher","A cream pouring pitcher holding pale blue soap mixture with a short spatula","missing",,,
"soap-making","Làm xà phòng","soap-oatmeal-bar","An oval oatmeal soap bar with tiny oat flecks and a kraft paper band","missing",,,
"soap-making","Làm xà phòng","soap-curing-rack","A small two tier wooden rack holding neatly spaced pastel handmade soap bars","missing",,,
"glassblowing","Nghề thổi thủy tinh","glassblowing-pipe","A long glassblower's blowpipe with a small warm orange glass bubble at its tip","missing",,,
"glassblowing","Nghề thổi thủy tinh","glassblowing-jacks","A pair of long dark steel glassblowing jacks with gently curved blades","missing",,,
"glassblowing","Nghề thổi thủy tinh","glassblowing-marver","A compact steel marver table with a small rounded orange glass gather","missing",,,
"glassblowing","Nghề thổi thủy tinh","glassblowing-furnace","A small brick glassblowing furnace with a round warm orange opening","missing",,,
"glassblowing","Nghề thổi thủy tinh","glassblowing-vase","A handmade pale aqua glass vase with a gently wavy rim","missing",,,
"glassblowing","Nghề thổi thủy tinh","glassblowing-paperweight","A round clear glass paperweight containing a simple muted blue spiral","missing",,,
"glassblowing","Nghề thổi thủy tinh","glassblowing-block","A wooden glassblowing shaping block with a scooped round recess and long handle","missing",,,
"glassblowing","Nghề thổi thủy tinh","glassblowing-shears","A pair of long steel glassblowing diamond shears with broad dark handles","missing",,,
"leathercraft","Đồ da thủ công","leathercraft-stitching-pony","A small wooden leather stitching pony holding a tan leather strip","missing",,,
"leathercraft","Đồ da thủ công","leathercraft-awl","A short leatherworker's awl with a rounded wooden handle and pointed steel shaft","missing",,,
"leathercraft","Đồ da thủ công","leathercraft-edge-beveler","A wooden handled leather edge beveler with a short forked steel tip","missing",,,
"leathercraft","Đồ da thủ công","leathercraft-pricking-iron","A dark metal leather pricking iron with four evenly spaced teeth","missing",,,
"leathercraft","Đồ da thủ công","leathercraft-mallet","A pale wooden leathercraft mallet with a broad cylindrical head","missing",,,
"leathercraft","Đồ da thủ công","leathercraft-saddle-stitch","A tan leather card sleeve with visible cream saddle stitching","missing",,,
"leathercraft","Đồ da thủ công","leathercraft-belt-buckle","A warm brown leather belt end threaded through a simple brass buckle","missing",,,
"leathercraft","Đồ da thủ công","leathercraft-hide-roll","A rolled piece of chestnut leather with an irregular natural edge","missing",,,
"weaving-studio","Xưởng dệt","weaving-table-loom","A compact wooden table loom with a partly woven teal and cream cloth","missing",,,
"weaving-studio","Xưởng dệt","weaving-shuttle","A long wooden boat shuttle holding a spool of muted rust yarn","missing",,,
"weaving-studio","Xưởng dệt","weaving-heddle","A rectangular wooden rigid heddle with alternating narrow slots and holes","missing",,,
"weaving-studio","Xưởng dệt","weaving-yarn-cones","Three tall yarn cones in muted coral, cream and sage","missing",,,
"weaving-studio","Xưởng dệt","weaving-warping-board","A square wooden warping board with cream yarn zigzagging around pegs","missing",,,
"weaving-studio","Xưởng dệt","weaving-beater-comb","A broad wooden weaving beater comb with long widely spaced teeth","missing",,,
"weaving-studio","Xưởng dệt","weaving-tapestry","A small finished woven wall hanging with geometric earth toned bands and fringe","missing",,,
"weaving-studio","Xưởng dệt","weaving-drop-spindle","A wooden drop spindle with a round whorl and a small bundle of cream wool yarn","missing",,,
"printmaking","Nghệ thuật in thủ công","printmaking-brayer","A small rubber ink brayer with a red handle and black roller","missing",,,
"printmaking","Nghệ thuật in thủ công","printmaking-lino-block","A square linocut block carved with a simple leaf design","missing",,,
"printmaking","Nghệ thuật in thủ công","printmaking-gouge","A wooden handled linocut gouge with a short curved steel cutting tip","missing",,,
"printmaking","Nghệ thuật in thủ công","printmaking-ink-tube","A small crumpled tube of dark blue block printing ink with a plain colored band","missing",,,
"printmaking","Nghệ thuật in thủ công","printmaking-baren","A round bamboo wrapped printmaking baren with a knotted hand grip","missing",,,
"printmaking","Nghệ thuật in thủ công","printmaking-press","A small tabletop relief printing press with a black roller and round handwheel","missing",,,
"printmaking","Nghệ thuật in thủ công","printmaking-ink-slab","A rectangular glass inking slab with a thin patch of teal ink","missing",,,
"printmaking","Nghệ thuật in thủ công","printmaking-leaf-print","A cream printmaking paper sheet bearing one simple terracotta leaf impression","missing",,,
"bookbinding","Đóng sách thủ công","bookbinding-press","A small wooden bookbinding press with two large vertical threaded screws","missing",,,
"bookbinding","Đóng sách thủ công","bookbinding-bone-folder","A smooth cream bookbinding bone folder with one gently pointed end","missing",,,
"bookbinding","Đóng sách thủ công","bookbinding-sewing-frame","A wooden bookbinding sewing frame holding three vertical linen cords","missing",,,
"bookbinding","Đóng sách thủ công","bookbinding-signatures","A neat stack of folded cream paper signatures with their folded spines visible","missing",,,
"bookbinding","Đóng sách thủ công","bookbinding-linen-thread","A small spool of natural linen thread with one curved bookbinding needle","missing",,,
"bookbinding","Đóng sách thủ công","bookbinding-glue-pot","A squat cream bookbinding paste pot with a broad flat brush resting inside","missing",,,
"bookbinding","Đóng sách thủ công","bookbinding-cloth-roll","A short roll of muted navy book cloth with its cream reverse edge visible","missing",,,
"bookbinding","Đóng sách thủ công","bookbinding-handbound-journal","A closed ochre hand bound journal with exposed cream stitching along its spine","missing",,,
"clockmaking","Xưởng đồng hồ","clockmaking-pocket-watch","An open brass pocket watch revealing a simple arrangement of small gears","missing",,,
"clockmaking","Xưởng đồng hồ","clockmaking-gear-train","Three interlocking brass clock gears of different sizes on a compact plate","missing",,,
"clockmaking","Xưởng đồng hồ","clockmaking-pendulum","A wooden clock pendulum with a round brass bob","missing",,,
"clockmaking","Xưởng đồng hồ","clockmaking-mainspring","A curled dark steel clock mainspring partly unwound from its round housing","missing",,,
"clockmaking","Xưởng đồng hồ","clockmaking-loupe","A black watchmaker's eye loupe with a short tapered barrel","missing",,,
"clockmaking","Xưởng đồng hồ","clockmaking-oiler","A fine watchmaker's precision oiler with a blue handle and a tiny oil droplet","missing",,,
"clockmaking","Xưởng đồng hồ","clockmaking-key","A small brass butterfly shaped clock winding key","missing",,,
"clockmaking","Xưởng đồng hồ","clockmaking-movement-holder","A compact metal watch movement holder supporting a round silver clockwork mechanism","missing",,,
"detective-desk","Bàn thám tử","detective-magnifier","A round brass magnifying glass with a dark wooden handle","missing",,,
"detective-desk","Bàn thám tử","detective-evidence-envelope","A small kraft evidence envelope with a simple fingerprint emblem and blank label","missing",,,
"detective-desk","Bàn thám tử","detective-fingerprint-kit","An open compact tin containing a fingerprint dust brush and a small dark powder jar","missing",,,
"detective-desk","Bàn thám tử","detective-trench-coat","A beige detective trench coat with a belt and broad lapels, hanging without a person","missing",,,
"detective-desk","Bàn thám tử","detective-notebook","A small open dark notebook showing simple footprint sketches, no readable writing","missing",,,
"detective-desk","Bàn thám tử","detective-evidence-marker","A yellow triangular evidence marker with a simple black dot emblem, no numbers","missing",,,
"detective-desk","Bàn thám tử","detective-fingerprint-card","A white fingerprint record card showing five distinct black fingerprint ovals","missing",,,
"detective-desk","Bàn thám tử","detective-footprint-cast","A pale plaster cast of a boot sole showing clear tread patterns","missing",,,
"shipwreck-diving","Khám phá tàu đắm","shipwreck-diving-helmet","A vintage copper deep sea diving helmet with round glass viewing ports","missing",,,
"shipwreck-diving","Khám phá tàu đắm","shipwreck-air-tank","A compact scuba air tank with a regulator hose and muted yellow valve guard","missing",,,
"shipwreck-diving","Khám phá tàu đắm","shipwreck-rusted-anchor","An old iron anchor with reddish rust patches and a short broken chain","missing",,,
"shipwreck-diving","Khám phá tàu đắm","shipwreck-porthole","A weathered brass ship porthole with a small green seaweed strand","missing",,,
"shipwreck-diving","Khám phá tàu đắm","shipwreck-treasure-chest","A small partly open water worn treasure chest showing a few muted gold coins","missing",,,
"shipwreck-diving","Khám phá tàu đắm","shipwreck-ship-bell","An aged brass ship bell with a small rope pull and green patina","missing",,,
"shipwreck-diving","Khám phá tàu đắm","shipwreck-diving-torch","A chunky waterproof navy diving torch with a wrist lanyard","missing",,,
"shipwreck-diving","Khám phá tàu đắm","shipwreck-ceramic-bottle","A corked antique ceramic bottle with a few tiny barnacles attached near its base","missing",,,
"desert-caravan","Đoàn lữ hành sa mạc","desert-dromedary","A friendly single humped dromedary camel wearing a simple woven saddle blanket","missing",,,
"desert-caravan","Đoàn lữ hành sa mạc","desert-caravan-tent","A low striped Bedouin style canvas tent with an open triangular entrance","missing",,,
"desert-caravan","Đoàn lữ hành sa mạc","desert-water-skin","A tan leather water skin with a wooden stopper and braided strap","missing",,,
"desert-caravan","Đoàn lữ hành sa mạc","desert-brass-coffee-pot","A traditional curved brass dallah coffee pot with a tall finial lid","missing",,,
"desert-caravan","Đoàn lữ hành sa mạc","desert-date-bunch","A hanging bunch of reddish brown dates on a short golden stem","missing",,,
"desert-caravan","Đoàn lữ hành sa mạc","desert-woven-saddlebag","A pair of colorful geometric woven caravan saddlebags joined by a fabric bridge","missing",,,
"desert-caravan","Đoàn lữ hành sa mạc","desert-sand-rose","A beige desert rose gypsum cluster formed from rounded petal like crystal blades","missing",,,
"desert-caravan","Đoàn lữ hành sa mạc","desert-navigation-compass","A small open brass navigation compass with a simple star dial, no letters","missing",,,
"arctic-research","Trạm nghiên cứu Bắc Cực","arctic-research-hut","A small red polar research cabin standing on short stilts with one frosted window","missing",,,
